ID,EASTING,NORTHING
PPM004,523639.729339623,5659902.28167782
PPM004,523622.692156266,5659891.08285915
PPM004,526635.359048575,5657374.56469296
PPM004,526695.196717699,5657537.45928861
PPM004,526392.376566725,5657179.0369475
PPM004,526592.171437763,5657229.77223735
PPM004,526717.041280766,5657337.62117615
PPM004,526695.690968341,5657428.3672438
PPM004,526887.130997354,5657385.76771433
PPM004,527182.394515118,5657294.45608483
PPM004,526529.163514737,5659180.80842525
PPM004,526388.655807987,5659344.56397641
PPM004,526413.05174291,5659285.74871588
PPM004,526630.751047006,5659610.59429046
PPM004,526599.879410641,5659471.7587357
PPM004,526841.717376348,5658693.77832332
PPM004,526850.832526971,5658678.70150131
PPM004,526817.568575765,5658676.63793842
PPM004,526815.297702657,5658709.21001217
PPM004,526809.102217498,5658661.24726044
PPM004,527258.810013106,5658626.68292242
PPM004,527182.01741735,5658656.08142413
PPM004,527268.960131529,5658681.11720585
PPM004,527277.905341385,5658579.18689851
PPM004,527286.679244681,5658536.1958645
PPM004,527243.821658333,5658639.39264842
PPM004,527347.372276934,5658650.1716712
PPM004,527766.860339944,5659610.46969221
PPM004,527958.691652025,5659056.13284465
PPM004,527324.399259015,5659231.22249614
PPM004,527402.783196847,5659270.00510105
PPM004,526488.438052027,5659268.34207747
PPM004,526492.266944942,5659272.92126342
PPM004,525579.940303997,5659203.7041958
PPM004,525651.918451334,5659321.94179492
PPM004,525707.907759061,5659415.30140604
PPM004,525626.032514985,5659428.68369395
PPM004,525651.163902579,5659558.14318711
PPM004,525988.214843297,5660110.19815244
PPM004,526547.925990104,5657181.16920565
PPM004,526596.848078526,5657260.48960162
PPM004,526589.221273662,5657870.31245082
PPM004,526891.094231948,5658050.47631789
PPM004,526886.171284506,5657986.83987442
PPM004,527311.871514247,5658448.69740026
PPM004,528073.224108851,5659209.55484141
PPM004,527558.339180033,5659324.65859329
PPM004,527508.283419085,5659661.3517505
PPM004,527500.210217051,5659664.86735188
PPM004,527521.653316106,5659662.75758108
PPM004,527420.363708783,5659638.97554093
PPM004,527489.709275629,5659637.67659732
PPM004,527660.466981438,5659493.57429703
PPM004,528998.734707327,5657900.08350109
PPM004,528555.903937191,5656677.66355353
PPM004,527050.320586521,5657987.697813
PPM004,526939.386665065,5658046.50233879
PPM004,526926.653989044,5657895.30465008
PPM004,526938.796391172,5658025.36979673
PPM004,527226.548624378,5657969.94179629
PPM004,527205.44482317,5657972.83309157
PPM004,527195.501626232,5657971.77980594
PPM004,527207.657884415,5658084.60853331
PPM004,526740.942069592,5659390.7504157
PPM004,527505.986393561,5659645.54795231
PPM004,527505.408304472,5659648.88111114
PPM004,527500.692641995,5659640.07052479
PPM004,527401.857696828,5659655.11355286
PPM004,527355.0536305,5659658.53493963
PPM004,527353.642277768,5659660.52919826
PPM004,527432.081662872,5659661.27947011
PPM004,527316.416002683,5658556.25943851
PPM004,526545.55851519,5657968.28394913
PPM004,526620.13819433,5657853.01226337
PPM004,526600.368073892,5657705.89389033
PPM004,526580.324434463,5657720.47000642
PPM004,526938.428122379,5659678.69463062
PPM004,527360.241071936,5659657.67279404
PPM004,527653.631893532,5659932.25363572
PPM004,527741.764751204,5659978.98962123
PPM004,527750.422508524,5659619.50027979
PPM004,527595.289392161,5658846.3281776
PPM004,527597.525567856,5658847.3410122
PPM004,527672.690662822,5659016.77982051
PPM004,528116.148894263,5659211.90160751
PPM004,528031.037124339,5659213.21767967
PPM004,528117.792361878,5659077.45997317
PPM004,528391.23115281,5658916.37152501
PPM004,528387.731534789,5658928.58515692
PPM004,528033.860597873,5659209.22953367
PPM004,529095.656454765,5659361.34886331
PPM004,529490.082515051,5658562.66657251
PPM004,529486.033131307,5658584.7738726
PPM004,529556.855986535,5658511.6704806
PPM004,529532.949582601,5658490.29279156
PPM004,529532.999873626,5658481.50762637
PPM004,528408.861263644,5657660.8189632
PPM004,528421.867915659,5657690.91671816
PPM004,529356.587515455,5658582.36751076
PPM004,529429.866349269,5658606.47238675
PPM004,529468.451660855,5658596.6839069
PPM004,529353.748756201,5658588.80143589
PPM004,529382.970578727,5658574.8443423
PPM004,529434.292758458,5658567.35233123
PPM004,529445.878812935,5658574.86940287
PPM004,529449.135053931,5658581.22686109
PPM004,529548.28604812,5658479.03736509
PPM004,529464.074961496,5658528.93307384
PPM004,529431.110915378,5658498.82989326
